-3.283963419252393379e-02 -4.337479413998965999e-02 -3.332080475694390587e-02 8.916026391019271635e-02 1.477627162835508379e-02 3.570686342657194978e-02 1.561057841954882619e-02 -2.717073424530887238e-02 -3.789903571395308174e-02 3.355774249283896560e-02 -5.238489359038949605e-02 6.219781144169669873e-02 -1.221314052763285141e-02 -8.957739954910355629e-02 -1.940560946176073109e-02 -2.365936401786834786e-02 -3.380183685551867157e-02 -3.492678561446625751e-02 3.708777874037982869e-02 -3.626765156475256213e-02 -1.133743181031458824e-02 8.387996546077861049e-02 -6.781312691779350921e-02 -7.689422746244477247e-02 5.155497133237454954e-02 -8.215366950750753461e-02 -9.699719516271221309e-02 7.260706311466599838e-02 3.820938790683398034e-02 9.358523381843780742e-02 1.234210086620346480e-02 8.048297460202885611e-02 -4.861869364434921043e-02 3.526691808011764295e-02 2.936933521212603537e-02 -8.908384831809718074e-02 1.508242376302382226e-02 8.253389170967567745e-02 1.330629605461902676e-03 9.463939594209599959e-02
-3.244094373252245922e-02 -4.077873458467140555e-02 -3.488990578440923779e-02 9.029850409135048439e-02 1.572606839946365243e-02 3.282889557801058067e-02 1.609693035632833724e-02 -2.450060124606471407e-02 -3.785600510813289660e-02 3.661427743835887066e-02 -5.150096729178422345e-02 6.794835182241566740e-02 -1.569204591605399823e-02 -8.705772786389270879e-02 -1.730049366166287392e-02 -3.003478648022640460e-02 -3.272415505307524342e-02 -2.901023053645337274e-02 3.718312060920312551e-02 -2.949134571920624531e-02 -1.021610504184316918e-02 9.117479219314199301e-02 -7.222630910136677851e-02 -7.369782698227148043e-02 5.422512650702530218e-02 -9.024044610217377138e-02 -9.563014297821861853e-02 8.011128742170862960e-02 3.833032457205191174e-02 1.021803055468450405e-01 1.884067405392012839e-01 2.730684271512416328e-01 1.251773867599319801e-01 2.066603696166487980e-01 2.150568725764372136e-01 8.482025090639899734e-02 1.862660551857610591e-01 2.676660570012170393e-01 1.881501613864486055e-01 2.835453167151856246e-01
-4.807167662483416426e-02 -6.341031146938541641e-02 -4.525505932546263627e-02 7.314658505979101943e-02 -2.114427252481933250e-03 2.579599473217390054e-02 6.655680631967378358e-04 -4.671056778139533183e-02 -5.347645801695725953e-02 1.315621284969602928e-02 -5.966859709262907485e-02 5.613134551817085954e-02 -2.110870320489332402e-02 -9.601286307441087020e-02 -2.662592756643311978e-02 -3.370846817139848406e-02 -4.078502353631292821e-02 -4.061918295812561031e-02 2.902145617938198252e-02 -4.175875696899969403e-02 -3.653127643722731827e-02 5.308931363913055312e-02 -8.967848894502619683e-02 -1.025555359420444179e-01 2.419457022316288952e-02 -1.020754628384727414e-01 -1.216018093394504174e-01 4.273387857250988964e-02 1.204090100257590445e-02 6.268406907603196743e-02 -8.475841589483726346e-02 -1.874692726512983132e-02 -1.406815079020834747e-01 -6.628289469797588040e-02 -7.259397942126341596e-02 -1.835164399516146516e-01 -7.981564167598093062e-02 -1.975425950831255495e-02 -9.519632396723717860e-02 -1.199723126635032777e-02
-5.603446164500808929e-02 -6.517598230955685967e-02 -5.845186935101086972e-02 6.692181451994184960e-02 -8.955501458662196157e-03 8.549168711324654779e-03 -6.815348289578062636e-03 -4.857201724674846399e-02 -6.244744098828443335e-02 1.202628193694790272e-02 -7.094553264119995983e-02 5.363329188659632374e-02 -3.980370827721359250e-02 -1.048079306598474203e-01 -3.631264505777508783e-02 -5.811110285074716497e-02 -5.137241770895184523e-02 -4.325476885872737293e-02 1.632076990377995945e-02 -4.335913785932395126e-02 -5.470019798386335091e-02 4.906545411513828919e-02 -1.197924565160171095e-01 -1.167324432005829027e-01 8.596010400751931055e-03 -1.413848592741457078e-01 -1.386600007715819982e-01 3.848959317263490887e-02 -8.412413535224844141e-03 6.010739828374281335e-02 3.246798670099376727e-01 4.239303018223467556e-01 2.627634885893644912e-01 3.355738949968907758e-01 3.586144732794532830e-01 2.222704406608055350e-01 3.184944549437190298e-01 4.093679818038955531e-01 3.359854468215917045e-01 4.268998790847282621e-01
-1.092118280059450608e-01 -1.348961260556784114e-01 -1.013178105303629700e-01 1.191160278021794611e-02 -6.793964258005757983e-02 -2.777675736857262989e-02 -5.884240608661221728e-02 -1.159000200113152884e-01 -1.176824841066923671e-01 -5.814528106649437950e-02 -1.112783552780344520e-01 7.673989333956340864e-04 -7.232888127024808544e-02 -1.464397937328658639e-01 -8.106736408312281705e-02 -8.563646971544194852e-02 -9.080999137456614856e-02 -9.433859118654411291e-02 -2.559428333014362317e-02 -9.662487729806372438e-02 -1.530894271527332706e-01 -7.978413013481613913e-02 -1.991271670053860743e-01 -2.183472439882911953e-01 -1.004509607725306009e-01 -2.085367464769148638e-01 -2.348629031823886437e-01 -8.598181706654640932e-02 -1.105409962043104322e-01 -6.962830478108161802e-02 -2.488625657304861516e-01 -1.951622531175783437e-01 -2.945542241801675232e-01 -2.351222536931846796e-01 -2.461967783902766493e-01 -3.371997504152493552e-01 -2.401226855914666003e-01 -1.971507805053474005e-01 -2.614258409178132903e-01 -1.961439847333376063e-01
-1.539595871428821316e-01 -1.705020816384343885e-01 -1.541526913546387156e-01 -3.037050427655006712e-02 -1.127660077151203671e-01 -8.858583909383652144e-02 -1.018046913374101858e-01 -1.516872889606450392e-01 -1.652226234189216325e-01 -9.394771799407558577e-02 -1.656156064772341951e-01 -4.252066851619557691e-02 -1.365350679780065746e-01 -1.975209029846612951e-01 -1.354654943026201153e-01 -1.593266745293516196e-01 -1.429174207041131739e-01 -1.378003001953347351e-01 -8.338727583475888383e-02 -1.400587818651242988e-01 -2.501513352919003119e-01 -1.568813641139255033e-01 -3.137174896917044875e-01 -3.096906719655858065e-01 -1.974561071682498781e-01 -3.400587545850280446e-01 -3.279222708280079557e-01 -1.635262603668615200e-01 -2.135171163382226789e-01 -1.470768410645880708e-01 4.406331706836155160e-01 5.431594939711086312e-01 3.869234892525765801e-01 4.430973939301387499e-01 4.780501510885625249e-01 3.509357255371858275e-01 4.310683790761476453e-01 5.211439876206270805e-01 4.620571863146933911e-01 5.386055439964585467e-01
-2.335369274187481803e-01 -2.711360261280846840e-01 -2.232478263746034419e-01 -1.107132450002038249e-01 -2.007535977409135031e-01 -1.514435713449253929e-01 -1.791916580853495089e-01 -2.476564816635243305e-01 -2.498062156345180473e-01 -1.940312374532370543e-01 -2.284246008554549623e-01 -1.223138938553242627e-01 -1.911380911003585370e-01 -2.605311606672575664e-01 -2.049462155139621378e-01 -2.088029263230388177e-01 -2.039254171827498685e-01 -2.136523959160664954e-01 -1.503975636992235798e-01 -2.190815518519891314e-01 -4.035142197810275277e-01 -3.502788738155772075e-01 -4.469764674962773410e-01 -4.637177096095963513e-01 -3.664887085243318521e-01 -4.609151559438841028e-01 -4.767748341588049499e-01 -3.480879393439082481e-01 -3.763065072965624536e-01 -3.391015510480475670e-01 -1.419782031217631246e-01 -8.712563941648143739e-02 -1.777674016423537173e-01 -1.366360783556975211e-01 -1.349079570529350125e-01 -2.131964985893289311e-01 -1.371953785197697617e-01 -9.631570036982561867e-02 -1.431662551923302829e-01 -9.505295274273728445e-02
-2.467877907717068997e-01 -2.795192422981300773e-01 -2.397715783488753583e-01 -1.234969240393044010e-01 -2.136584979102583159e-01 -1.714396484726429248e-01 -1.919163505815790205e-01 -2.568096428617448468e-01 -2.634604537578059125e-01 -2.031866488242707602e-01 -2.467355422856257197e-01 -1.339615146165029635e-01 -2.139990796527440342e-01 -2.779936477169973053e-01 -2.227423450286906692e-01 -2.362800549100470549e-01 -2.214574500145931324e-01 -2.263122961169328207e-01 -1.693346447731110260e-01 -2.316921353795752536e-01 -4.345256977612343974e-01 -3.698697869577337038e-01 -4.856217657704117174e-01 -4.933413533638112969e-01 -3.965440587684778140e-01 -5.073844749769736984e-01 -5.064356542230820102e-01 -3.694885021640927913e-01 -4.082112309986862808e-01 -3.604033156241914782e-01 1.926181231656184933e-01 2.696597753035988587e-01 1.531186945690320989e-01 1.922196993735459936e-01 2.140186989131518391e-01 1.190863869070713510e-01 1.896816741764513203e-01 2.510869473379684913e-01 2.060965993510600058e-01 2.587688196311949684e-01
-2.536488273230954604e-01 -2.892986435423143821e-01 -2.451553241143839268e-01 -1.304201807764277798e-01 -2.214434481857680270e-01 -1.756677967952558761e-01 -1.986223533482724957e-01 -2.659202005934431789e-01 -2.708633839909582175e-01 -2.127127606173053187e-01 -2.468638756519558330e-01 -1.340625028632103366e-01 -2.140905261175308216e-01 -2.781810783058474845e-01 -2.228872017982193587e-01 -2.363732577041930405e-01 -2.215916372050895922e-01 -2.264645488004637663e-01 -1.694304886266403132e-01 -2.318776980305503055e-01 -4.451890424387749956e-01 -3.849779196359494060e-01 -4.939826349010898454e-01 -5.040680064964775386e-01 -4.085949727459951553e-01 -5.139385049367456437e-01 -5.168330255711519605e-01 -3.836126605348403329e-01 -4.196706864212872978e-01 -3.751349877889034734e-01 1.066251232724089726e-01 1.811827233656469471e-01 6.966619352374740781e-02 1.051032884173998261e-01 1.246959306759407998e-01 3.442763789030414689e-02 1.056854925900620190e-01 1.618113530929314314e-01 1.191957693624901699e-01 1.670226249182619194e-01
-2.539711135607456982e-01 -2.897640370697522894e-01 -2.453569251582639055e-01 -1.307605592027371033e-01 -2.218109094937619208e-01 -1.757723782249740740e-01 -1.989351484806294035e-01 -2.663940863845383200e-01 -2.711860130702752336e-01 -2.132106269934316289e-01 -2.434812638177135669e-01 -1.280151912511287293e-01 -2.118919292795345688e-01 -2.749018740935753602e-01 -2.188327216195371239e-01 -2.352934006889891294e-01 -2.182728752209411316e-01 -2.211941541693494828e-01 -1.655267937467290174e-01 -2.263973921702882863e-01 -4.437215903985854415e-01 -3.822068448278788111e-01 -4.930183765587778932e-01 -5.026987367220387970e-01 -4.068177226899085674e-01 -5.134753792097551672e-01 -5.153948213498191766e-01 -3.812897964179067234e-01 -4.179113592287189705e-01 -3.727372228942973376e-01 1.254848810927664815e-01 2.046932025828226420e-01 8.886448147074801907e-02 1.218032672230142943e-01 1.447424651350091573e-01 5.244643984310437546e-02 1.241978133167843529e-01 1.822295045303394256e-01 1.409661499408802199e-01 1.872282362698792502e-01
