2.98E-04	5.32E-05	9.55E-05	2.33E-05	3.43E-05	3.66E-05	1.38E-05
9.13E-05	6.04E-05	3.33E-05	2.93E-05	2.43E-05	2.05E-05	1.75E-05
1.55E-05	7.18E-05	1.64E-05	1.68E-05	1.52E-05	1.27E-05	8.51E-06
1.13E-04	3.21E-05	3.33E-05	1.42E-05	2.68E-05	9.13E-06	1.13E-05
7.33E-05	4.81E-05	3.09E-05	2.67E-05	8.36E-06	1.44E-05	1.18E-05
7.70E-05	2.05E-05	1.84E-05	9.64E-06	1.99E-05	1.11E-05	8.81E-06
